objectID,accessionNumber,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistNationality,artistPrefix,artistRole,artistSuffix,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,linkResource,locale,locus,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectName,objectURL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
1146,67.14.1,[],"Hooper, N.",,,N. Hooper,9999,,,Maker,,Boston,Metal,"[{'role': 'Maker', 'name': 'N. Hooper'}]",United States,,"Rogers Fund, 1967",American,The American Wing,19 3/4 x 15 1/4 in. (50.2 x 38.7 cm),,,Made in,FALSE,FALSE,,,,Gilt bronze,2019-04-06T05:13:24.577Z,1800,1800–1900,1900,Candelabrum,https://www.metmuseum.org/art/collection/search/1146,,,,,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Candelabra'],Candelabrum
1147,67.14.2,[],"Hooper, N.",,,N. Hooper,9999,,,Maker,,Boston,Metal,"[{'role': 'Maker', 'name': 'N. Hooper'}]",United States,,"Rogers Fund, 1967",American,The American Wing,19 1/2 x 15 3/4 in. (49.5 x 40 cm),,,Made in,FALSE,FALSE,,,,Gilt bronze,2019-04-06T05:13:25.84Z,1800,1800–1900,1900,Candelabrum,https://www.metmuseum.org/art/collection/search/1147,,,,,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"['Leaves', 'Candelabra']",Candelabrum
1148,Inst.68.8.11,[],"Hancock, Henry Kellam",1816,1816–1851,Henry Kellam Hancock,1851,,,Retailer,,,Metal,"[{'role': 'Retailer', 'name': 'Henry Kellam Hancock'}]",France,,"Gift of Mrs. Edward Hunting Smith, 1968",,The American Wing,"Candle arm: W. 7 3/4 in. (19.7 cm)
Backplate: W. 2 1/8 in. (5.4 cm)",,,Possibly made in,FALSE,FALSE,,,,Gilt brass,2019-04-06T05:13:27.233Z,1820,1820–30,1830,Furniture hardware,https://www.metmuseum.org/art/collection/search/1148,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Furniture Hardware
1149,"Inst.68.8.10a, b","['https://images.metmuseum.org/CRDImages/ad/original/DP232781.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/198418.jpg']","Hancock, Henry Kellam",1816,1816–1851,Henry Kellam Hancock,1851,,,Retailer,,,Metal,"[{'role': 'Retailer', 'name': 'Henry Kellam Hancock'}]",France,,"Gift of Mrs. Edward Hunting Smith, 1968",,The American Wing,"Cup (a): H. 2 5/8 (6.7 cm)
Arm (a): W. 11 1/2 in. (29.2 cm)
b: Diam. 2 in. (5.1 cm)",,,Possibly made in,FALSE,TRUE,,,,Gilt brass,2019-04-06T05:13:28.2Z,1820,1820–30,1830,Furniture hardware,https://www.metmuseum.org/art/collection/search/1149,,,https://images.metmuseum.org/CRDImages/ad/original/ADA2737.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/ADA2737.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Furniture Hardware
1150,"34.100.40a, b",['https://images.metmuseum.org/CRDImages/ad/original/ADA149.jpg'],,,,,,,,,,,Furniture,,United States,Berks County,"Gift of Mrs. Robert W. de Forest, 1933",American,The American Wing,6 1/2 x 15 x 9 1/2 in. (16.5 x 38.1 x 24.1 cm),,,Made in,FALSE,TRUE,,,,Pine,2019-04-06T05:13:29.373Z,1783,1783,1783,Candle box,https://www.metmuseum.org/art/collection/search/1150,,,https://images.metmuseum.org/CRDImages/ad/original/97375.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97375.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,"['Utilitarian Objects', 'Flowers', 'Leaves']",Candle Box
1151,"34.100.41a, b",['https://images.metmuseum.org/CRDImages/ad/original/97151.jpg'],,,,,,,,,,,Furniture,,United States,,"Gift of Mrs. Robert W. de Forest, 1933",American,The American Wing,5 5/8 x 12 x 6 1/4 in. (14.3 x 30.5 x 15.9 cm),,,Made in,FALSE,TRUE,,,,White pine,2019-04-06T05:13:30.64Z,1800,1800–1830,1830,Candle box,https://www.metmuseum.org/art/collection/search/1151,,,https://images.metmuseum.org/CRDImages/ad/original/DP255528.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP255528.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,"['Utilitarian Objects', 'Grapes', 'Strawberries']",Candle Box
1152,"Inst.68.8.12a, b",[],"Hancock, Henry Kellam",1816,1816–1851,Henry Kellam Hancock,1851,,,Retailer,,,Metal,"[{'role': 'Retailer', 'name': 'Henry Kellam Hancock'}]",France,,"Gift of Mrs. Edward Hunting Smith, 1968",,The American Wing,H. 2 5/8 in. (6.7 cm); Diam. 1 5/8 in. (4.1 cm),,,Possibly made in,FALSE,FALSE,,,,Gilt brass,2019-04-06T05:13:31.7Z,1820,1820–30,1830,Furniture hardware,https://www.metmuseum.org/art/collection/search/1152,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Furniture Hardware
1153,24.109.38a–c,['https://images.metmuseum.org/CRDImages/ad/original/DP251735.jpg'],"Lownes, Joseph",1758,1758–1820,Joseph Lownes,1820,,,Maker,,Philadelphia,Silver,"[{'role': 'Maker', 'name': 'Joseph Lownes'}]",United States,,"Bequest of Charles Allen Munn, 1924",American,The American Wing,"Overall: 5 1/16 x 9 5/8 x 4 3/4 in. (12.9 x 24.4 x 12.1 cm); 17 oz. 17 dwt. (556.5 g)
Stand with only attached parts (without bobeche): H. 4 3/4 in. (12.1 cm); 14 oz. 9 dwt. (449.2 g)
Bobeche: 3/4 x 2 11/16 in. (1.9 x 6.8 cm); 1 oz. 9 dwt. (44.7 g)
Extinguisher / Douter: 3 x 1 1/4 in. (7.6 x 3.2 cm); 14 dwt. (21.8 g)
Snuffers: 7/8 x 5 3/16 in. (2.2 x 13.2 cm); 1 oz. 3 dwt. (40.8 g)",,,Made in,FALSE,TRUE,,,,"Silver, steel",2019-04-06T05:13:32.81Z,1790,1790–1810,1810,Candlestick,https://www.metmuseum.org/art/collection/search/1153,,,https://images.metmuseum.org/CRDImages/ad/original/DP147840.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP147840.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Lighting'],Candle Holder
1154,10.125.598m,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 10 1/2 in. (26.7 cm),,,,FALSE,TRUE,,,,Tin,2019-04-06T05:13:33.84Z,1800,1800–1830,1830,Candle mold,https://www.metmuseum.org/art/collection/search/1154,,,https://images.metmuseum.org/CRDImages/ad/original/13365.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/13365.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Tools and Equipment'],Candle Mold
1155,10.125.598o,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 11 in. (27.9 cm),,,,FALSE,FALSE,,,,Tin,2019-04-06T05:13:35.077Z,1700,1700–1900,1900,Candle mold,https://www.metmuseum.org/art/collection/search/1155,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Tools and Equipment', 'Fluting']",Candle Mold
1156,11.60.129,[],,,,,,,,,,,Glass,,United States,,"Bequest of Maria P. James, 1910",American,The American Wing,H. 21 1/2 in. (54.6 cm),,,Probably made in,FALSE,TRUE,,,,Free-blown glass,2019-04-06T05:13:36.107Z,1770,1770–1800,1800,Candle shade,https://www.metmuseum.org/art/collection/search/1156,,,https://images.metmuseum.org/CRDImages/ad/original/10375.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/10375.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candle Shade
1157,11.60.130,[],,,,,,,,,,,Glass,,United States,,"Bequest of Maria P. James, 1910",American,The American Wing,H. 21 1/2 in. (54.6 cm),,,Probably made in,FALSE,TRUE,,,,Free-blown glass,2019-04-06T05:13:37.263Z,1770,1770–1800,1800,Candle shade,https://www.metmuseum.org/art/collection/search/1157,,,https://images.metmuseum.org/CRDImages/ad/original/10375.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/10375.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candle Shade
1158,10.125.434,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 7 in. (17.8 cm),,,,FALSE,TRUE,,,,Iron,2019-04-06T05:13:38.297Z,1700,1700–1800,1800,Candle snuffer,https://www.metmuseum.org/art/collection/search/1158,,,https://images.metmuseum.org/CRDImages/ad/original/12853.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12853.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Tools and Equipment'],Candle Snuffer
1161,10.125.149,[],,,,,,,,,,Salem,Furniture,,United States,,"Gift of Mrs. Russell Sage, 1909",American,The American Wing,28 1/2 x 17 1/2 x 17 1/2 in. (72.4 x 44.5 x 44.5 cm),,,Made in,FALSE,TRUE,,,,"Mahogany, birch",2019-04-06T05:13:39.34Z,1795,1795–1805,1805,Candle stand,https://www.metmuseum.org/art/collection/search/1161,,,https://images.metmuseum.org/CRDImages/ad/original/17654.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17654.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Candlestand
1162,10.125.433,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 65 in. (165.1 cm),,,,FALSE,TRUE,,,,"Brass, iron",2019-04-06T05:13:40.763Z,1700,1700–1730,1730,Candle stand,https://www.metmuseum.org/art/collection/search/1162,,,https://images.metmuseum.org/CRDImages/ad/original/17273.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17273.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candlestand
1163,10.125.436,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. Russell Sage, 1909",,The American Wing,H. 68 in. (172.7 cm),,,,FALSE,FALSE,,,,"Brass, iron",2019-04-06T05:13:41.81Z,1700,1700–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1163,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestand
1165,10.125.631,[],,,,,,,,,,,Furniture,,United States,,"Gift of Mrs. Russell Sage, 1909",American,The American Wing,32 x 14 in. (81.3 x 35.6 cm),,,Made in,FALSE,TRUE,,,,Maple,2019-04-06T05:13:42.84Z,1700,1700–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1165,,,https://images.metmuseum.org/CRDImages/ad/original/17301.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17301.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candlestand
1167,34.100.17,[],,,,,,,,,,,Furniture,,United States,,"Gift of Mrs. Robert W. de Forest, 1933",American,The American Wing,29 1/4 x 16 3/4 x 16 3/4 in. (74.3 x 42.5 x 42.5 cm),,,Made in,FALSE,TRUE,,,,"Pine, ash, cherry",2019-04-06T05:13:43.81Z,1722,ca. 1725,1725,Candle stand,https://www.metmuseum.org/art/collection/search/1167,,,https://images.metmuseum.org/CRDImages/ad/original/97124.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97124.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Candlestand
1168,34.100.18,[],,,,,,,,,,,Furniture,,United States,,"Gift of Mrs. Robert W. de Forest, 1933",American,The American Wing,H. 28 1/2 in. (72.4 cm); Diam. 10 1/4 in. (26 cm),,,Made in,FALSE,TRUE,,,,Pine,2019-04-06T05:13:44.903Z,1700,1700–1750,1750,Candle stand,https://www.metmuseum.org/art/collection/search/1168,,,https://images.metmuseum.org/CRDImages/ad/original/97143.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97143.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Candlestand
1169,34.100.194,[],,,,,,,,,,,Metal,,United States,,"Gift of Mrs. Robert W. de Forest, 1933",American,The American Wing,H. 45 in. (114.3 cm),,,Made in,FALSE,TRUE,,,,Wrought iron,2019-04-06T05:13:46.06Z,1700,1700–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1169,,,https://images.metmuseum.org/CRDImages/ad/original/97247.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97247.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Candlestand
1170,44.12.13,['https://images.metmuseum.org/CRDImages/ad/original/ADA3722.jpg'],,,,,,,,,,Boston,Metal,,United States,,"Bequest of Sarah Williams, 1944",,The American Wing,H. 62 in. (157.5 cm),,,Possibly made in,FALSE,TRUE,,,,Brass and iron,2019-04-06T05:13:47.09Z,1730,1730–50,1750,Candlestick,https://www.metmuseum.org/art/collection/search/1170,,,https://images.metmuseum.org/CRDImages/ad/original/132656.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/132656.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Candlesticks'],Standing candlestick
1171,46.67.120,[],,,,,,,,,,,Furniture,,China,,"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946","Chinese, for American market",The American Wing,27 x 14 1/2 x 11 5/8 in. (68.6 x 36.8 x 29.5 cm),,,Made in,FALSE,TRUE,,,,Wood,2019-04-06T05:13:48.187Z,1797,ca. 1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1171,,,https://images.metmuseum.org/CRDImages/ad/original/138632.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/138632.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candlestand
1172,46.67.121,[],,,,,,,,,,,Furniture,,,,"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",,The American Wing,27 3/4 x 19 3/4 x 14 1/2 in. (70.5 x 50.2 x 36.8 cm),,,,FALSE,TRUE,,,,"Mahogany, birch",2019-04-06T05:13:49.187Z,1797,ca. 1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1172,,,https://images.metmuseum.org/CRDImages/ad/original/138633.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/138633.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candlestand
1173,47.103.10,['https://images.metmuseum.org/CRDImages/ad/original/141744.jpg'],,,,,,,,,,,Furniture,,United States,,"Gift of Mrs. J. Insley Blair, 1947",American,The American Wing,H. 37 3/8 in. (94.9 cm); Diam. 11 in. (27.9 cm),,,Probably made in,FALSE,TRUE,,,,Maple,2019-04-06T05:13:50.093Z,1700,1700–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1173,,,https://images.metmuseum.org/CRDImages/ad/original/139003.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/139003.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Candlestand
1174,66.10.20,"['https://images.metmuseum.org/CRDImages/ad/original/196403.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/188900.jpg']",,,,,,,,,,New Lebanon,Furniture,,United States,,"Friends of the American Wing Fund, 1966","American, Shaker",The American Wing,26 x 18 3/4 x 12 5/8 in. (66 x 47.6 x 32.1 cm),,,Made in,FALSE,TRUE,,,,"Cherry, birch, pine",2019-04-06T05:13:51.263Z,1800,1800–1830,1830,Candle stand,https://www.metmuseum.org/art/collection/search/1174,,,https://images.metmuseum.org/CRDImages/ad/original/DP157245.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP157245.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Utilitarian Objects'],Candle Stand
1175,66.10.21,"['https://images.metmuseum.org/CRDImages/ad/original/190608.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA300.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/196404.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA3261.jpg']",,,,,,,,,,New Lebanon,Furniture,,United States,,"Friends of the American Wing Fund, 1966","American, Shaker",The American Wing,25 1/2 x 18 x 18 in. (64.8 x 45.7 x 45.7 cm),,,Made in,FALSE,TRUE,,,,Cherry,2019-04-06T05:13:52.42Z,1800,1800–1840,1840,Candle stand,https://www.metmuseum.org/art/collection/search/1175,,,https://images.metmuseum.org/CRDImages/ad/original/DP263982.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP263982.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Utilitarian Objects'],Candle Stand
1176,66.10.29,[],,,,,,,,,,New Lebanon,Furniture,,United States,,"Friends of the American Wing Fund, 1966","American, Shaker",The American Wing,16 1/4 x 13 1/4 x 6 7/16 in. (41.3 x 33.7 x 16.4 cm),,,Made in,FALSE,TRUE,,,,"Maple, basswood",2019-04-06T05:13:53.67Z,1800,1800–1840,1840,Candle stand,https://www.metmuseum.org/art/collection/search/1176,,,https://images.metmuseum.org/CRDImages/ad/original/184421.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/184421.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Utilitarian Objects'],Candle Stand
1177,67.260.2,[],,,,,,,,,,,Furniture,,United States,,"Gift of Mr. and Mrs. Henry Sherman, 1967",American,The American Wing,42 3/4 x 10 5/8 x 10 3/8 in. (108.6 x 27 x 26.4 cm),,,Possibly made in,FALSE,TRUE,,,,Wood,2019-04-06T05:13:55.14Z,1750,1750–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1177,,,https://images.metmuseum.org/CRDImages/ad/original/189280.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/189280.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Candlestand
1178,67.260.6,[],,,,,,,,,,,Metal,,,,"Gift of Mr. and Mrs. Henry Sherman, 1967",,The American Wing,H. 29 1/4 in. (74.3 cm); Diam. 5 7/8 in. (14.9 cm),,,,FALSE,FALSE,,,,"Tin, iron, lead, paint",2019-04-06T05:13:56.153Z,1775,1775–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1178,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestand
1180,69.207,['https://images.metmuseum.org/CRDImages/ad/original/204786.jpg'],,,,,,,,,,Norwich,Furniture,,United States,,"Gift of Elizabeth B. Carrick, 1969",American,The American Wing,28 1/2 x 10 1/4 x 17 in. (72.4 x 26 x 43.2 cm),,,Made in,FALSE,TRUE,,,,Cherry,2019-04-06T05:13:57.187Z,1770,1770–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1180,,,https://images.metmuseum.org/CRDImages/ad/original/ADA207.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/ADA207.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Connecticut,,['Lighting'],Candlestand
1181,1971.180.60,[],,,,,,,,,,,Metal,,,,"Bequest of Flora E. Whiting, 1971",,The American Wing,61 3/8 x 15 1/2 x 16 in. (155.9 x 39.4 x 40.6 cm),,,,FALSE,TRUE,,,,"Wrought iron, bronze, brass",2019-04-06T05:13:58.17Z,1700,1700–1800,1800,Candle stand,https://www.metmuseum.org/art/collection/search/1181,,,https://images.metmuseum.org/CRDImages/ad/original/197724.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/197724.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Candlestand
1182,20.11,[],"Gerrish, Benjamin",,,Benjamin Gerrish,9999,,,Maker,,Boston,Metal,"[{'role': 'Maker', 'name': 'Benjamin Gerrish'}]",United States,,"Rogers Fund, 1920",American,The American Wing,50 x 13 in. (127 x 33 cm),,,Made in,FALSE,FALSE,,,,"Iron, brass",2019-04-06T05:13:59.403Z,1732,ca. 1735,1735,Candle stand,https://www.metmuseum.org/art/collection/search/1182,,,,,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"['Utilitarian Objects', 'Candles']",Candlestand
1183,11.87.78,"['https://images.metmuseum.org/CRDImages/ad/original/DP250085.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP250087.jpg']",,,,,,,,,,,Ceramics,,Mexico,,"Gift of Mrs. Robert W. de Forest, 1911",Mexican,The American Wing,H. 15 1/2 in. (39.4 cm),,,Made in,FALSE,TRUE,,,,Tin-glazed earthenware,2019-04-06T05:14:00.5Z,1797,ca. 1800,1800,Candlestick,https://www.metmuseum.org/art/collection/search/1183,,,https://images.metmuseum.org/CRDImages/ad/original/DP250138.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP250138.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Animals', 'Candlesticks']",Candlestick
1184,18.95.4,[],,,,,,,,,,,Ceramics,,United States,,"Rogers Fund, 1918",American,The American Wing,H. 4 in. (10.2 cm); Diam. 5 in. (12.7 cm),,,Probably made in,FALSE,TRUE,,,,Earthenware,2019-04-06T05:14:01.92Z,1800,1800–1830,1830,Candlestick,https://www.metmuseum.org/art/collection/search/1184,,,https://images.metmuseum.org/CRDImages/ad/original/DP257752.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP257752.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Delaware,,['Candlesticks'],Candlestick
1185,20.14.7,[],,,,,,,,,,,Glass,,United States,,"Rogers Fund, 1920",American,The American Wing,H. 10 1/4 in. (26 cm),,,Made in,FALSE,TRUE,,,,Free-blown lead aquamarine glass,2019-04-06T05:14:03.077Z,1700,1700–1800,1800,Candlestick,https://www.metmuseum.org/art/collection/search/1185,,,https://images.metmuseum.org/CRDImages/ad/original/45249.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/45249.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1186,35.43.1,[],,,,,,,,,,,Metal,,England,,"Rogers Fund, 1935",,The American Wing,H. 8 1/4 in. (21 cm),,,Made in,FALSE,FALSE,,,,Brass,2019-04-06T05:14:04.123Z,1647,ca. 1650,1650,Candlestick,https://www.metmuseum.org/art/collection/search/1186,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestick
1187,35.43.2,[],,,,,,,,,,,Metal,,England,,"Rogers Fund, 1935",,The American Wing,H. 7 in. (17.8 cm),,,Made in,FALSE,FALSE,,,,Brass,2019-04-06T05:14:05.14Z,1647,ca. 1650,1650,Candlestick,https://www.metmuseum.org/art/collection/search/1187,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestick
1188,35.43.3,[],,,,,,,,,,,Metal,,England,,"Rogers Fund, 1935",,The American Wing,H. 5 3/4 in. (14.6 cm),,,Made in,FALSE,FALSE,,,,Brass,2019-04-06T05:14:06.39Z,1647,ca. 1650,1650,Candlestick,https://www.metmuseum.org/art/collection/search/1188,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestick
1189,35.43.4,[],,,,,,,,,,,Metal,,England,,"Rogers Fund, 1935",,The American Wing,H. 5 1/4 in. (13.3 cm),,,Made in,FALSE,FALSE,,,,Brass,2019-04-06T05:14:07.607Z,1647,ca. 1650,1650,Candlestick,https://www.metmuseum.org/art/collection/search/1189,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Candlestick
1190,36.164,[],,,,,,,,,,,Metal,,,,"Rogers Fund, 1936",,The American Wing,10 x 5 x 5 in. (25.4 x 12.7 x 12.7 cm),,,,FALSE,TRUE,,,,"Steel, brass",2019-04-06T05:14:08.797Z,1700,1700–1800,1800,Candlestick,https://www.metmuseum.org/art/collection/search/1190,,,https://images.metmuseum.org/CRDImages/ad/original/110150.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/110150.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1191,37.134.8,[],,,,,,,,,,Strasburg,Ceramics,,United States,,"Gift of Mrs. J. Insley Blair, 1937",American,The American Wing,H. 1 3/4 in. (4.4 cm); Diam. 2 5/8 in. (6.7 cm),,,Made in,FALSE,FALSE,,,,Earthenware,2019-04-06T05:14:09.873Z,1800,1800–1900,1900,Candlestick,https://www.metmuseum.org/art/collection/search/1191,,,,,Southern,,"Metropolitan Museum of Art, New York, NY",,,Virginia,,['Candlesticks'],Candlestick
1192,41.160.389,[],,,,,,,,,,,Metal,,,,"Bequest of W. Gedney Beatty, 1941",,The American Wing,H. 6 1/2 in. (16.5 cm),,,,FALSE,TRUE,,,,Brass,2019-04-06T05:14:10.89Z,1770,1770–1800,1800,Candlestick,https://www.metmuseum.org/art/collection/search/1192,,,https://images.metmuseum.org/CRDImages/ad/original/126261.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/126261.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1193,41.160.397,['https://images.metmuseum.org/CRDImages/ad/original/146886.jpg'],,,,,,,,,,,Metal,,England,,"Bequest of W. Gedney Beatty, 1941",,The American Wing,H. 10 in. (25.4 cm),,,Made in,FALSE,TRUE,,,,Brass,2019-04-06T05:14:11.937Z,1660,1660–80,1680,Candlestick,https://www.metmuseum.org/art/collection/search/1193,,,https://images.metmuseum.org/CRDImages/ad/original/126263.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/126263.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1194,41.160.398,[],,,,,,,,,,,Metal,,Netherlands,,"Bequest of W. Gedney Beatty, 1941",,The American Wing,H. 8 in. (20.3 cm),,,Possibly made in,FALSE,TRUE,,,,Brass,2019-04-06T05:14:12.937Z,1600,1600–1700,1700,Candlestick,https://www.metmuseum.org/art/collection/search/1194,,,https://images.metmuseum.org/CRDImages/ad/original/126264.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/126264.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1195,41.160.399,[],,,,,,,,,,,Metal,,Netherlands,,"Bequest of W. Gedney Beatty, 1941",,The American Wing,H. 8 in. (20.3 cm),,,Possibly made in,FALSE,TRUE,,,,Brass,2019-04-06T05:14:13.95Z,1600,1600–1700,1700,Candlestick,https://www.metmuseum.org/art/collection/search/1195,,,https://images.metmuseum.org/CRDImages/ad/original/126265.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/126265.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
1196,41.160.400,['https://images.metmuseum.org/CRDImages/ad/original/146886.jpg'],,,,,,,,,,,Metal,,,,"Bequest of W. Gedney Beatty, 1941",,The American Wing,H. 7 3/4 in. (19.7 cm),,,Made in,FALSE,TRUE,,,,Brass,2019-04-06T05:14:14.967Z,1600,1600–1700,1700,Candlestick,https://www.metmuseum.org/art/collection/search/1196,,,https://images.metmuseum.org/CRDImages/ad/original/126266.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/126266.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Candlesticks'],Candlestick
